# date_time			pesel		WBC     RBC     HMG     HMK     PLT     TOT     HDL     LDL     GLK
2014-10-19 13:25 55092336827   10.19    4.75   18.86   46.26  340.28  161.21  192.74   84.36   83.42
2014-10-20 15:41 66039109379    6.92    4.80   11.88   46.13  290.01  149.18  116.51   69.01  105.70
2014-10-20 15:01 71121302531   10.96    5.95   14.79   46.02  145.47   94.12  210.95  145.41   83.60
2014-10-20 10:54 66020234971   12.14    5.21   12.44   40.80  412.15  103.00  117.33   71.27   77.49
2014-10-20 20:47 87030378472    4.93    5.71   11.84   43.04  344.83  192.57  185.83   96.91   41.92
2014-10-20 11:55 68030389012    6.47    3.30   11.94   40.05   51.32   96.63   31.14   61.36  115.45
2014-10-21 09:21 87030378472   11.83    3.28   11.80   57.57   40.61  168.81   62.17   53.89   35.60
2014-10-21 08:18 66039109379    6.99    3.51   10.51   46.04  251.13  160.53  181.51   57.10   83.04
2014-10-21 08:33 65012247293    4.27    5.86   16.38   57.82  404.75   83.00  184.29   48.18   39.55
2014-10-21 12:46 55092336827    5.53    5.88   12.02   38.95  381.83   96.11  203.19   81.64   42.17
2014-10-21 17:05 66020234971    7.36    5.99   20.21   41.21  403.24  181.46  197.93  155.81   82.56
2014-10-22 08:28 75023812351    7.59    6.31   15.40   44.34  373.33  112.90  136.08  163.92   81.95
2014-10-22 21:45 66039109379    7.87    4.86   19.98   49.69  386.12  180.52  116.07  140.91   45.30
2014-10-22 12:40 87030378472    6.39    3.27   18.47   45.86  412.39   99.12  136.40   53.79   37.81
2014-10-22 12:32 68030389012   10.56    3.11   20.20   49.78  364.69  179.56   46.32  132.39   41.55
2014-10-22 20:58 55092336827    9.83    6.02   15.02   37.74  267.15  167.39  186.24   58.10   33.52
2014-10-23 19:47 75032383761    5.78    4.62   20.73   57.62  236.28  114.81  208.15   57.54  111.46
2014-10-23 14:25 55092336827    4.55    3.10   14.66   45.47  460.82  160.19   43.39   50.42   83.22
2014-10-23 08:25 68030389012    4.00    2.95   15.22   46.01   34.56  165.53   37.02  148.47  108.32
2014-10-23 17:38 66020234971    9.48    3.35   19.21   55.42   97.93  111.78   19.96  161.02   84.85
2014-10-23 19:39 65012247293    8.90    2.96   14.07   55.51   49.78  182.41  135.71  140.06  113.73
2014-10-24 22:15 66020234971    7.17    5.76   21.32   47.10  367.88  146.47  136.50  102.19   82.61
2014-10-24 07:29 75023812351   11.79    5.57   11.28   40.34  202.20  182.74  186.27   61.08  107.29
2014-10-24 07:29 71121302531    4.27    6.12   11.53   39.52  365.49  144.87  200.65  146.43   36.96
2014-10-24 23:11 65012247293    5.21    4.60   16.45   56.69   24.94  103.24  191.02   61.05   84.73
2014-10-24 23:19 61052334893    7.79    4.88   16.11   56.71  388.56   79.50  205.33   67.36   47.87
2014-10-25 18:20 75023812351   11.20    4.94   20.44   39.56   96.29   86.77  195.81   78.73   87.04
2014-10-25 18:39 68030389012    6.12    5.16   20.48   56.25   84.54  171.51   40.90   91.22  112.46
2014-10-25 10:21 66039109379    4.99    3.02   11.51   38.85   41.24  161.09  107.68   58.06  104.02
2014-10-25 23:51 65012247293   11.65    3.17   14.41   41.02  347.08  181.11   51.21   69.02   84.41
2014-10-25 07:15 71121302531   11.39    5.96   19.91   57.51  232.88   89.97   29.77   82.03   51.77
2014-10-26 11:42 75023812351    6.63    6.21   12.07   40.10  287.83   99.68   30.08   69.89   87.50
2014-10-26 11:04 71121302531   11.75    3.04   19.03   53.72  359.32  174.02   51.21  156.91   82.54
2014-10-26 15:57 66039109379    6.55    3.33   15.89   57.47   93.21  164.02  119.53   93.29  112.59
2014-10-26 11:17 65012247293    9.72    4.66   16.29   41.76  217.99  102.12  109.20   81.33   38.01
2014-10-26 17:40 75032383761   12.60    5.94   15.87   39.61   40.38   98.47  105.81   76.49   42.74
2014-10-27 08:36 66039109379    4.53    4.56   14.61   58.00  433.54  110.74  104.98  157.47  110.12
2014-10-27 16:48 65012247293   10.79    4.61   21.14   49.16   20.97  147.71  197.83   85.54  106.03
2014-10-27 10:49 71121302531    7.62    5.97   11.93   44.81  150.83  130.32  207.02   73.90   82.43
2014-10-27 22:46 68030389012    4.68    3.27   11.55   55.10  405.10   96.55  197.19   54.13   46.71
2014-10-27 12:06 66020234971    6.32    3.30   15.72   47.04  469.87  106.95   30.99  139.02   44.04
2014-10-28 12:15 87030378472    9.04    3.20    9.27   41.41  218.08  174.08   37.07   53.71   82.92
2014-10-28 07:27 65012247293    6.85    3.10   13.10   46.46  445.40  182.13  124.31   47.72   87.09
2014-10-28 14:50 71121302531    4.22    3.09   11.71   54.59  126.43  185.72   47.91   87.27   84.91
2014-10-28 09:59 61052334893    7.74    4.78   15.27   41.33  387.07  103.79   24.49   63.77   37.29
2014-10-28 23:35 75023812351    5.57    3.13   10.97   43.33  337.37  158.20  124.96  160.35   35.74
2014-10-29 13:38 75032383761   10.48    3.60   19.73   41.42  326.18  167.54  147.75  149.08   37.26
2014-10-29 12:44 66039109379   10.90    4.78   12.00   56.00   87.95  148.72  119.73   58.93   51.41
2014-10-29 11:21 65012247293    5.92    4.63   13.12   39.48   30.99  189.24  201.31   75.26   28.95
2014-10-29 18:34 75023812351   10.49    5.95   15.69   57.21  213.10  151.99   42.80  143.28  114.95
2014-10-29 14:25 68030389012    5.47    6.15   12.80   58.11  417.31  165.45  202.84   78.50   35.77
2014-10-30 23:11 55092336827    7.65    3.21   11.59   47.53  304.77  184.02   54.43   89.24   40.77
2014-10-30 12:33 66039109379    3.40    6.07   20.21   54.95  282.93   92.21  122.26   65.30   83.79
2014-10-30 19:17 71121302531   10.15    5.06   15.19   56.29  120.45  185.57  113.39  155.84  106.83
2014-10-30 15:49 65012247293    3.35    5.66   14.06   40.54  363.72  154.41  195.37   74.87  110.33
2014-10-30 12:12 68030389012    6.43    3.12   12.88   49.71  296.40  160.83  128.26   70.40   92.40
2014-10-31 08:57 68030389012    9.32    6.35   12.32   43.92   28.95  121.35  199.64   96.72   46.59
2014-10-31 10:41 75032383761    8.25    3.13   16.26   39.30  118.73  145.32   41.45  144.21  106.80
2014-10-31 18:29 65012247293    5.27    5.06   19.48   47.48  235.09  161.77   48.73  143.74   77.89
2014-10-31 11:15 71121302531    7.63    6.37   14.45   46.45  439.91  171.39  109.01   28.87   82.48
2014-10-31 22:07 55092336827   12.60    3.60   19.73   39.75   81.29  161.34  188.31   67.82   31.13
2014-11-01 18:37 55092336827    5.48    4.61   19.67   47.58   90.20  148.98  113.71  160.05  102.93
2014-11-01 12:41 68030389012    6.61    4.85   12.46   53.09  381.74  149.08   40.02   72.19  115.47
2014-11-01 22:20 61052334893    6.32    5.84   12.78   41.91  168.51  148.35  116.03   53.70   91.27
2014-11-01 08:13 66020234971    5.61    6.27   11.48   46.50   81.01  146.81  110.14  151.57  109.78
2014-11-01 12:07 87030378472    7.53    5.85   16.61   49.14  147.55  115.79  208.74   66.81   78.66
2014-11-02 22:55 65012247293    6.64    4.61   20.00   39.34  387.78  137.17   53.28   61.34  107.75
2014-11-02 13:21 75023812351    7.52    5.88   11.90   54.88  223.85  165.40  102.12   77.23  106.60
2014-11-02 22:57 66020234971   12.33    3.35   21.38   43.31  252.08  156.67   25.60   73.18   76.88
2014-11-02 21:06 55092336827    6.98    5.08   14.43   52.87  369.93  195.07  193.62   80.28  117.47
2014-11-02 17:57 66039109379    5.26    6.02   14.94   54.18  251.02  103.93   28.45   76.33  115.89
2014-11-03 19:01 65012247293   11.46    4.76   20.01   46.48  267.49  106.21  115.48  133.57   40.35
2014-11-03 23:39 66020234971    5.85    4.73   11.49   57.21  289.76  175.80  205.86   70.40   64.12
2014-11-03 08:02 87030378472   12.71    6.03   18.92   45.12   45.29  155.70  121.40   81.07   39.18
2014-11-03 15:24 61052334893    4.64    4.65   11.55   46.60  134.89  178.98  120.66   75.31   90.43
2014-11-03 08:03 68030389012   11.02    3.42   13.40   56.40  370.20  106.21   47.92  132.67  107.68
2014-11-04 13:31 66039109379   11.15    6.23   20.25   46.64  222.01  198.47   60.12  144.17   88.73
2014-11-04 08:56 68030389012    9.94    3.32   11.48   46.79  267.69  159.32  184.10   54.88   45.73
2014-11-04 12:48 75032383761    8.64    3.18   15.81   35.67  223.52  159.10  197.86   73.08   90.23
2014-11-04 17:46 87030378472    4.65    5.91   17.11   40.59   -6.73  157.44   46.67   81.12   40.59
2014-11-04 15:28 71121302531   11.72    6.50   12.54   47.49   94.71   79.69   37.92   54.35   37.72
2014-11-05 08:02 75032383761    7.89    3.23   20.67   56.50   22.23  159.31  128.37   46.20   41.78
2014-11-05 12:19 66039109379    3.13    2.57   20.38   46.52  207.95   99.04  125.90  100.50   77.62
2014-11-05 19:24 87030378472    9.35    4.78   15.18   40.71  -12.07  189.01  118.40   63.37  110.23
2014-11-05 17:27 75023812351    7.61    3.47   12.28   56.56   82.56   98.69  188.09   85.62   42.54
2014-11-05 09:00 65012247293    4.61    6.04   18.32   57.13  277.68  101.30  114.32   90.49  115.27
2014-11-06 14:54 87030378472   11.32    3.07   10.90   57.38   97.84  157.03  116.92   60.46   46.80
2014-11-06 22:20 55092336827   11.85    3.22   14.21   55.59  390.27  164.46  209.47  157.79   84.22
2014-11-06 18:27 75023812351    6.61    4.52   15.30   38.10  -11.08   97.14  201.71  146.84   99.01
2014-11-06 12:25 71121302531    4.38    6.36   12.01   49.90  255.96  144.39   55.36   56.72  110.45
2014-11-06 09:04 75032383761    4.54    3.01   11.28   47.66  236.43  156.75  188.49   71.96   80.43
2014-11-07 18:43 71121302531    6.12    4.73   20.92   56.74  224.73  185.78  104.29  166.43   84.42
2014-11-07 12:40 66020234971    7.84    4.49   15.91   38.36  255.06  158.96  120.41   87.75   43.68
2014-11-07 18:11 68030389012    5.08    4.92   16.01   55.94  308.29  141.09   39.48  129.89   39.02
2014-11-07 20:31 75032383761    7.23    3.05   15.56   39.90  246.33   87.03  200.86  159.95  117.56
2014-11-07 19:18 75023812351    6.05    4.72   20.72   58.13  275.02  177.43  183.81   65.85  114.73
2014-11-08 21:01 66039109379   10.39    3.33   18.75   45.93  291.55  158.12  121.36   67.49  107.39
2014-11-08 13:53 55092336827    8.27    4.98   15.24   44.84  453.93  167.47  115.79  148.25   76.67
2014-11-08 23:41 75023812351    4.59    5.87   15.27   54.69  411.66  179.97  192.23  156.13   42.93
2014-11-08 08:23 66020234971    3.97    2.92   14.10   39.80  130.34  156.90  185.44   79.94   41.27
2014-11-08 14:53 68030389012    4.35    5.95   15.61   60.91  275.40  185.42  118.70  148.01   43.84
2014-11-09 09:58 55092336827    7.71    4.50   20.99   39.84  109.67   93.13   28.34   99.99  106.35
2014-11-09 21:55 61052334893   10.97    5.87   12.37   57.21  476.32  143.44  226.14   66.50  116.63
2014-11-09 21:27 68030389012    5.34    4.95   11.90   58.11  405.79   86.92  123.90   60.52   38.67
2014-11-09 17:14 66039109379    9.83    5.91   16.53   55.39  290.98  194.93  198.49   50.44   37.97
2014-11-09 07:19 66020234971    5.18    3.29   19.69   55.97  284.33   97.42   31.12   62.26   79.82
2014-11-10 16:33 65012247293    5.25    3.19   14.67   35.93  416.53  156.76   68.78   52.65   81.58
2014-11-10 07:12 71121302531   11.17    5.92   19.72   40.37   92.89  170.86  194.23  157.96   80.28
2014-11-10 12:46 68030389012    5.53    3.02   14.86   40.59  268.07  186.71  124.88   71.99  110.57
2014-11-10 16:13 87030378472   11.80    4.61   21.10   38.93  366.32  149.75  188.74   75.95   40.69
2014-11-10 23:33 66020234971   11.84    5.74   19.36   44.58  264.73  150.23  182.80  154.08   86.71
2014-11-11 18:21 75032383761    4.97    5.14   15.17   55.39   40.19  182.75  191.90   51.69   48.25
2014-11-11 08:22 87030378472   11.21    6.02   12.84   50.96  238.11  102.26  130.03   61.11   40.31
2014-11-11 13:19 66039109379    4.81    4.62   19.13   47.78   28.09  191.90  120.23   78.35  113.30
2014-11-11 19:08 55092336827    4.82    6.18   15.40   50.07  366.19  183.07  131.12  140.23   49.15
2014-11-11 14:36 68030389012    9.76    3.55   12.18   49.84  407.34  192.99  176.18   69.85   81.71
2014-11-12 10:13 66039109379    5.95    4.69   15.45   55.49  220.82   96.14  207.64   62.13  111.83
2014-11-12 21:32 75023812351   11.56    4.74   15.19   56.43  263.32  100.26   40.50   52.10   46.93
2014-11-12 17:56 87030378472   10.03    5.89   16.37   56.69  375.56  184.56  216.45  151.83   40.41
2014-11-12 17:05 71121302531    9.75    5.65   13.33   58.62   29.76  153.58  196.36  153.82   94.80
2014-11-12 14:52 61052334893    7.23    4.96   12.30   40.03  385.33  113.98  196.09   63.81   55.93
2014-11-13 13:12 61052334893    7.77    5.79   19.88   54.17  442.03  151.24  118.55  155.67   89.03
2014-11-13 14:00 75032383761    6.54    5.86   11.46   56.24  159.38   98.69  130.33   63.12   34.89
2014-11-13 19:50 66020234971    4.94    6.06   16.09   37.36   78.95  164.13  173.00  146.02   40.46
2014-11-13 10:56 75023812351   10.91    2.90   14.83   42.28  403.93  101.46  119.02   57.63  113.41
2014-11-13 18:27 65012247293   10.98    3.25   18.96   52.91   32.41  156.82  170.37  156.82   40.89
2014-11-14 11:41 87030378472    4.92    3.22   20.13   38.67  348.50  110.31  110.14  151.66  103.14
2014-11-14 15:20 55092336827    4.95    5.77   11.93   53.92  415.07  162.50   36.99   64.58   48.98
2014-11-14 14:58 66020234971    5.75    3.03   12.13   59.19  407.86  168.61  119.94   38.08  105.16
2014-11-14 13:14 65012247293   10.54    4.79   16.66   37.20   49.49  183.34  134.06   57.19   29.00
2014-11-14 17:25 68030389012    8.85    4.71   16.64   46.28  409.53  176.21   29.09  153.05   39.10
2014-11-15 22:58 61052334893    3.89    3.32   11.57   57.57  223.77  158.49   37.41  161.02   44.98
2014-11-15 08:37 66020234971    6.31    6.21   20.28   39.31  269.12  107.44  124.25  138.22   37.36
2014-11-15 07:52 75032383761    4.52    4.53   16.21   53.82   20.39  192.19  194.79   32.85   89.70
2014-11-15 14:29 65012247293    6.08    4.66   11.37   45.89  220.65  180.90  113.04  157.22   85.04
2014-11-15 12:58 66039109379   10.06    4.85   11.75   37.77  284.90  143.24  202.56   55.42   84.35
2014-11-16 17:43 75032383761    6.84    3.28   16.97   40.36  224.71  160.80  201.95  160.29   81.02
2014-11-16 13:48 75023812351   11.35    3.17   15.54   38.97  416.52   96.78  179.04   82.70   28.05
2014-11-16 16:59 66020234971    8.72    4.82   20.66   40.03  370.52  165.31  111.73   57.01   44.98
2014-11-16 22:31 66039109379    6.64    3.08   11.38   40.89  328.05  170.76  131.68   71.22   82.15
2014-11-16 22:53 61052334893    7.61    2.99   19.18   40.77  430.77  163.43   40.51   85.49   76.11
2014-11-17 12:41 75032383761    6.38    6.33   11.12   39.34  450.99  182.22  107.12   77.22  110.51
2014-11-17 12:06 66039109379    3.86    6.14   14.39   36.72  149.18   87.04  112.52  157.99  119.13
2014-11-17 16:09 87030378472    5.28    4.97   16.64   38.50  349.44  161.71  180.52   66.36   83.00
2014-11-17 15:53 68030389012    5.95    4.97   19.39   38.71  359.49  175.70   34.35   58.21   78.82
2014-11-17 09:25 71121302531    5.93    3.25   14.82   51.92  265.17  163.19  122.80  132.22   44.19
2014-11-18 22:44 55092336827    6.55    5.23   12.10   40.66  115.88  178.41  216.94   48.37   41.28
2014-11-18 11:44 87030378472   10.86    3.14   19.17   47.08  295.42  180.82  112.59   77.21   90.59
2014-11-18 17:55 68030389012    6.29    3.53   10.79   45.42  299.17   91.82  193.92   44.93   50.72
2014-11-18 12:08 66039109379    4.77    6.14   14.79   50.44   71.81  149.01  197.43  155.57   32.85
2014-11-18 15:44 75032383761    7.12    6.25   11.38   55.42  200.91   99.67  194.68  163.67  106.40
2014-11-19 09:30 65012247293    6.53    5.96   21.97   37.26   52.87  182.42  136.69   48.20   83.81
2014-11-19 15:01 66039109379   11.13    4.86   18.30   40.48  294.96  160.86  126.20   55.54   72.78
2014-11-19 14:14 75023812351    5.42    3.12   11.22   41.06   83.76  158.12  215.57   97.50   30.18
2014-11-19 08:47 71121302531   11.84    5.77   12.16   37.62  141.01  179.73   64.17   57.67  113.25
2014-11-19 17:02 68030389012    8.47    3.16   19.58   42.63   97.31  176.58  208.77  136.48   84.80
2014-11-20 14:17 87030378472    9.22    4.69   20.11   42.95  342.88  163.89  203.23   83.45  107.94
2014-11-20 11:50 75032383761    7.19    3.26   19.57   54.83  238.41  163.35   51.25  144.97  115.35
2014-11-20 18:40 61052334893    6.74    4.94   14.51   55.16  391.44  100.30   55.87   79.66   45.67
2014-11-20 10:47 66039109379    7.09    5.81   11.89   54.29   77.15  157.47   39.79  128.98  109.10
2014-11-20 16:14 55092336827    5.38    4.60   15.37   55.54  278.58  161.30  115.85   54.13  114.66
2014-11-21 20:37 71121302531    8.59    4.71   16.05   35.94   46.96  174.98   50.39   52.33   38.77
2014-11-21 13:06 66039109379   11.56    5.96   16.09   45.91  385.75  197.54  222.91   75.86   44.72
2014-11-21 14:54 65012247293    7.22    5.00   12.82   36.30   89.46   91.56  127.68   63.07   79.29
2014-11-21 17:53 68030389012   10.44    3.02   16.80   39.82  249.08   92.95  189.54   63.96  104.82
2014-11-21 18:19 66020234971    6.55    6.08   20.60   37.59  434.84  108.84   36.96  145.76   77.22
2014-11-22 13:06 66039109379    6.84    6.09   13.68   55.85  128.55  172.08   49.32  150.18   49.58
2014-11-22 23:40 71121302531    6.59    5.81   11.90   38.25  260.58  104.17  153.65   83.20   78.63
2014-11-22 19:10 55092336827    7.38    4.69   15.99   47.67   95.18   82.99  189.02   91.06   35.90
2014-11-22 15:44 75032383761    5.43    3.25   14.84   39.33  239.07  150.04  104.32   64.23   89.60
2014-11-22 08:57 75023812351    3.40    3.29   12.56   39.06   95.02  108.86   48.95  139.11  113.14
2014-11-23 09:28 66020234971    6.95    4.96   11.75   57.21  142.81  174.40  209.04   58.76   43.93
2014-11-23 20:52 87030378472    6.69    5.98   19.87   40.48   60.63  183.19  216.03   68.82   81.62
2014-11-23 15:26 71121302531    4.26    4.74   15.52   47.07  367.08  159.25   43.87   85.15   29.95
2014-11-23 17:14 75023812351   10.70    6.16   11.78   56.23  378.29  168.87  190.05  140.19   87.06
2014-11-23 13:43 75032383761    6.31    5.87   12.47   40.40  125.47  166.60   23.77   56.49  110.85
2014-11-24 22:27 87030378472    7.11    3.08   20.94   48.23  326.24  104.95  203.96  161.41  112.80
2014-11-24 21:41 61052334893    4.80    3.11   11.12   49.64  127.33  150.18  205.54   58.26   88.56
2014-11-24 07:45 66020234971   12.59    4.76   11.40   59.11   20.46  179.71   45.51   52.27   47.12
2014-11-24 15:35 68030389012    6.83    4.89   19.68   50.61   82.91   98.79  205.97   79.90   86.67
2014-11-24 10:00 75023812351    5.74    5.79   13.10   49.01  312.38  187.66  117.37  143.12   45.70
2014-11-25 13:16 65012247293    5.74    6.13   15.71   47.65  280.26  184.27   43.60  158.32   38.33
2014-11-25 23:36 71121302531   11.87    3.02   13.18   48.73   94.10  167.35  133.68  166.67   88.64
2014-11-25 15:24 66039109379    5.70    6.02   17.13   50.69  281.39  142.27   52.21  122.99   43.27
2014-11-25 23:14 75023812351    3.66    5.40   19.01   53.39  322.92  165.01  105.24  156.79   35.05
2014-11-25 23:05 66020234971    6.83    5.95   12.38   38.61   81.08  170.67  136.83  150.45   45.86
2014-11-26 23:40 65012247293   11.73    5.93   20.64   57.67  452.26  157.08   32.48   54.63   79.02
2014-11-26 21:00 75032383761    7.16    4.84   12.27   46.48  256.23  118.03   85.99  157.98  103.96
2014-11-26 11:14 68030389012   12.03    6.11   20.02   56.27   32.62  182.73  119.66   62.60  113.90
2014-11-26 12:25 55092336827    7.59    5.74   18.61   38.35   86.87  164.43   35.00  140.25   39.44
2014-11-26 13:04 87030378472    7.83    5.96   15.73   57.16  336.52  104.79  191.50   49.53  107.84
2014-11-27 09:57 87030378472    5.96    2.99   11.37   37.96  409.53  100.51  198.16  150.90   33.78
2014-11-27 20:34 65012247293    6.17    4.78   19.90   45.65  375.89  170.61  129.82   68.89   46.89
2014-11-27 14:06 71121302531    6.19    3.23   12.46   48.41   89.41  160.47   49.04   56.27  111.06
2014-11-27 21:55 61052334893    9.40    5.95   16.35   48.60  438.13  159.47   54.82   57.50  110.92
2014-11-27 09:17 68030389012    4.77    6.18   14.10   57.71  403.90  188.80  133.73  133.83  121.43
2014-11-28 14:35 68030389012   11.31    3.17   20.51   46.29    5.63  153.34  182.63  154.67  108.37
2014-11-28 23:25 65012247293   11.13    3.54   12.55   47.36   47.74  166.43  200.40  148.59   38.38
2014-11-28 15:07 71121302531    9.48    6.03   20.36   57.32  441.81  162.80   21.96  139.39  113.59
2014-11-28 19:47 55092336827    5.87    6.02   13.27   57.55  240.90   97.71   40.94   56.52   33.38
2014-11-28 09:13 66039109379   10.90    4.82   15.33   35.38  374.61  191.53  116.72   65.89  106.54
2014-11-29 10:32 71121302531    5.66    6.08   11.10   45.04   82.96   92.86  112.92  159.92   39.38
2014-11-29 08:18 65012247293    8.89    4.78   18.92   59.89   63.08  159.13   30.90   73.15   85.98
2014-11-29 23:49 68030389012    5.26    3.11   11.94   47.57  235.43  179.43  118.84   52.47   42.46
2014-11-29 08:09 75023812351    7.76    4.56   22.47   37.72  289.81  185.11  202.16   57.59  111.52
2014-11-29 15:03 55092336827    8.07    4.78   11.65   40.25  400.23  172.50  121.64   57.90   85.65
2014-11-30 12:30 75023812351    5.39    3.16   15.38   47.47  104.04  182.60  103.31  147.09   41.16
2014-11-30 18:50 75032383761    6.09    5.98   14.96   42.34  379.73  179.84  125.47  154.06   82.33
2014-11-30 20:13 61052334893    4.66    5.94   20.18   48.37  251.75   80.06   31.71   51.89  115.15
2014-11-30 19:31 65012247293    4.24    4.77   21.09   55.63   42.33  189.20  183.50  152.03   89.12
2014-11-30 18:57 55092336827    7.59    3.09   11.32   47.84   39.76   96.58  194.63  137.01   42.68
2014-12-01 08:15 75023812351    5.87    3.19   10.79   58.39  276.34  108.42  124.74  142.79   88.43
2014-12-01 14:43 71121302531    6.30    3.24   12.02   38.70  139.27   95.50   57.18   97.09   38.18
2014-12-01 17:09 61052334893    4.61    5.81   12.07   57.11  333.77  164.44   30.07   59.22   94.82
2014-12-01 18:26 65012247293   10.27    5.83   19.56   46.34  302.42  190.53   49.77   82.45  116.98
2014-12-01 20:39 55092336827    8.00    3.19   19.16   41.23  300.92  154.52   43.33   92.70  107.54
2014-12-02 20:16 66039109379    8.20    5.02   13.65   56.95  135.19  154.28  203.26  135.93   41.97
2014-12-02 16:29 65012247293    9.75    6.12   14.89   46.44   79.75   88.76  106.42   54.24   39.88
2014-12-02 22:29 71121302531    6.29    4.61   20.35   55.61  393.69  151.70  107.72  153.11   91.05
2014-12-02 07:20 66020234971    7.68    5.19   15.72   46.71  265.47   98.92  114.30   78.69   45.85
2014-12-02 10:19 87030378472    7.78    3.34   19.47   47.56   96.65  182.00   47.13   63.52   40.14
2014-12-03 14:10 66020234971    7.31    4.86   14.95   50.28  306.36  160.75  102.23   52.52  113.81
2014-12-03 16:44 55092336827   10.57    2.98   11.70   56.03  339.82  174.41  112.61  100.42   83.99
2014-12-03 18:46 87030378472    4.33    5.03   19.71   47.18  255.89  167.95  189.63   62.69  111.42
2014-12-03 22:58 75023812351   10.66    5.75   12.28   58.44  425.58  154.91  205.49   78.39   83.75
2014-12-03 11:52 66039109379    7.51    5.81   16.44   54.31  406.44  150.35  197.42   43.14   86.98
2014-12-04 07:35 71121302531    5.83    6.03   16.81   54.48  329.07  196.84  197.21  143.60  108.00
2014-12-04 09:24 66039109379   10.12    3.08   19.93   49.29  292.93  179.95  115.88   91.32   38.92
2014-12-04 15:55 55092336827    7.60    4.48   12.05   40.73  354.31  105.39  196.24  153.33   39.60
2014-12-04 23:15 87030378472    4.03    6.01   19.98   59.71  212.12  151.54  193.93   63.34   36.29
2014-12-04 12:32 75032383761    5.51    3.12   11.47   57.08  346.34  173.31  129.59   64.36   84.59
2014-12-05 22:12 61052334893   12.92    4.55   19.51   53.86  433.13   99.87   64.24   60.30   38.38
2014-12-05 16:15 68030389012   11.50    4.67   12.05   42.09  202.52  195.74   43.96  153.74   39.60
2014-12-05 09:38 55092336827   12.52    5.91   11.98   39.41  264.84  155.31  117.11   88.60   85.25
2014-12-05 08:18 65012247293   10.60    6.14   13.03   40.20  388.88   89.21   25.27   67.14   91.00
2014-12-05 14:35 71121302531    6.99    4.82   15.77   55.27  179.32  179.00  110.73   73.74  113.95
2014-12-06 10:36 66020234971    7.41    4.56   11.31   46.93  297.69   97.45  206.87  138.38   39.40
2014-12-06 08:51 75023812351    7.71    3.03   15.17   56.37  177.42  152.21  214.47   79.65  106.13
2014-12-06 17:40 87030378472    4.77    4.86   12.47   54.28  419.43  175.52  184.65   50.67  113.77
2014-12-06 23:03 61052334893    5.32    2.85   12.51   54.02  395.19  155.38   37.62  147.25   88.86
2014-12-06 08:07 71121302531   11.26    3.15   11.31   55.61  324.77  156.29  191.36   81.81  118.81
2014-12-07 23:09 68030389012   10.27    5.92   17.39   49.86  214.95   94.65  210.93  151.07   36.76
2014-12-07 22:52 66039109379    6.49    3.43   14.44   49.05  427.89  161.18  191.61  162.27   37.91
2014-12-07 11:29 75023812351   11.33    5.83   11.17   48.64  320.56  157.84  123.79  138.58   82.73
2014-12-07 19:11 75032383761    5.72    3.27   19.25   48.96  231.91  104.98   47.80   55.85   44.83
2014-12-07 13:19 61052334893    4.02    5.94   15.48   53.36  105.59  184.85  204.99   70.45   86.07
2014-12-08 10:29 71121302531   11.91    3.28   15.50   48.88  281.53  169.46  189.74  157.00  108.56
2014-12-08 18:42 87030378472    6.02    4.97   19.32   47.00  268.02   99.47   30.46  151.95  106.91
2014-12-08 21:55 61052334893    7.59    4.53   19.38   59.84  234.14  107.08   39.05   98.91   43.25
2014-12-08 15:34 75023812351    4.73    4.46   15.91   48.82  380.09  159.27  196.16  158.63   86.75
2014-12-08 16:31 68030389012   11.20    4.78   15.79   47.14  424.55  176.44   22.00  136.13   80.02
2014-12-09 20:14 65012247293    3.21    3.22   15.37   60.31  329.32  158.90   47.57   68.36   81.69
2014-12-09 16:46 66039109379    7.23    3.64   10.85   51.78  358.29  190.33  129.69   93.15   87.96
2014-12-09 15:55 75032383761    6.60    4.75   20.35   47.77  260.16  176.99  100.27  157.32   89.60
2014-12-09 20:35 68030389012    5.84    5.00   16.09   44.18  242.08  161.27  122.22  160.71   81.92
2014-12-09 08:45 75023812351    5.76    6.08   10.64   39.34  206.78  164.86  110.55   59.98   39.04
2014-12-10 08:46 65012247293    5.66    2.77   20.86   51.82   19.56  149.34  114.06   48.04   86.54
2014-12-10 17:43 68030389012    4.01    5.10   19.43   39.72  125.90   80.61  125.12   78.11  103.83
2014-12-10 22:01 75023812351    6.07    3.18   14.49   54.74  249.97  176.54  111.25   55.22   40.59
2014-12-10 16:53 55092336827    6.58    4.80   14.67   57.44  363.88  174.14  193.15   78.40   39.63
2014-12-10 11:58 75032383761   11.69    3.46   20.37   56.23  190.18  152.63  196.89  140.60  113.80
2014-12-11 10:48 61052334893    5.00    3.43   20.73   53.44   36.82  150.20  117.11  142.95  107.47
2014-12-11 18:31 71121302531    6.38    6.04   12.22   41.55  436.79  186.88   31.40   62.79   89.38
2014-12-11 22:29 68030389012   12.20    5.87    9.70   46.22  106.04  100.45   54.94   70.74   39.24
2014-12-11 19:12 75032383761    4.47    3.40   12.10   43.52    9.38  151.21   34.83  162.44   38.81
2014-12-11 19:34 66039109379   11.50    6.00   19.01   45.72  189.77  184.18  115.85   58.94   42.43
2014-12-12 19:31 66020234971   11.06    5.93   19.38   39.88   74.50   96.28  127.98   93.04  114.01
2014-12-12 18:38 87030378472    6.09    3.47   16.03   47.72  206.45  186.37   35.95   72.03   37.89
